"Широта";"Долгота";"Описание";"Подпись";"Номер метки"
54.840304;36.650404;"Договор 411, 2012 г.";"411";482
55.009759;36.469513;"Договор 413, 2012 г.";"413";483
55.011222;36.470991;"Договор 414, 2012 г.";"414";484
55.009800;36.479416;"Договор 415, 2012 г.";"415";485
55.009891;36.479712;"Договор 436, 2012 г.";"436";486
55.011136;36.470843;"Договор 416, 2012 г.";"416";487
55.011266;36.471000;"Договор 563, 2012 г.";"563";488
55.009824;36.469298;"Договор 417, 2012 г.";"417";489
55.011833;36.495727;"Договор 418, 2012 г.";"418";490
55.011748;36.495885;"Договор 422, 2012 г.";"422";491
55.011964;36.495603;"Договор 612, 2012 г.";"612";492
55.026114;36.489476;"Договор 420, 2012 г.";"420";493
54.999915;36.253020;"Договор 421, 2012 г.";"421";494
55.012336;36.465944;"Договор 423, 2012 г.";"423";495
55.012301;36.465872;"Договор 796, 2013 г.";"796";496
55.012371;36.465997;"Договор 828, 2013 г.";"828";497
55.012459;36.465828;"Договор 853, 2013 г.";"853";498
54.925500;36.479049;"Договор 424, 2012 г.";"424";499
54.800365;36.293548;"Договор 425, 2012 г.";"425";500
54.800494;36.293659;"Договор 428, 2012 г.";"428";501
54.800297;36.293883;"Договор 511, 2012 г.";"511";502
54.800325;36.293765;"Договор 565, 2012 г.";"565";503
55.012326;36.460717;"Договор 430, 2012 г.";"430";504
55.011118;36.459922;"Договор 490, 2012 г.";"490";505
55.012273;36.460831;"Договор 590, 2012 г.";"590";506
55.009377;36.483294;"Договор 431, 2012 г.";"431";507
55.013978;36.473948;"Договор 433, 2012 г.";"433";508
55.011216;36.471035;"Договор 434, 2012 г.";"434";509
54.810974;36.312611;"Договор 435, 2012 г.";"435";510
55.007358;36.461876;"Договор 439, 2012 г.";"439";511
55.011168;36.470688;"Договор 440, 2012 г.";"440";512
55.003979;36.450440;"Договор 441, 2012 г.";"441";513
55.003910;36.450415;"Договор 463, 2012 г.";"463";514
54.997685;36.444277;"Договор 442, 2012 г.";"442";515
54.997642;36.444426;"Договор 2870, 2019 г.";"2870";516
54.997675;36.444474;"Договор 3012, 2020 г.";"3012";517
55.004838;36.469212;"Договор 443, 2012 г.";"443";518
55.004763;36.469241;"Договор 452, 2012 г.";"452";519
55.004804;36.469156;"Договор 653, 2012 г.";"653";520
55.000873;36.433331;"Договор 444, 2012 г.";"444";521
55.011183;36.470810;"Договор 445, 2012 г.";"445";522
55.011171;36.470990;"Договор 588, 2012 г.";"588";523
55.018098;36.488017;"Договор 447, 2012 г.";"447";524
55.018151;36.487851;"Договор 583, 2012 г.";"583";525
55.018151;36.487895;"Договор 596, 2012 г.";"596";526
55.012272;36.465802;"Договор 449, 2012 г.";"449";527
55.012386;36.465710;"Договор 473, 2012 г.";"473";528
55.012233;36.465673;"Договор 206, 2015 г.";"206";529
55.030214;36.396422;"Договор 450, 2012 г.";"450";530
55.011066;36.470765;"Договор 451, 2012 г.";"451";531
55.011293;36.471039;"Договор 453, 2012 г.";"453";532
55.009183;36.412497;"Договор 455, 2012 г.";"455";533
55.009399;36.412293;"Договор 456, 2012 г.";"456";534
55.009372;36.412673;"Договор 772, 2013 г.";"772";535
54.999118;36.442782;"Договор 457, 2012 г.";"457";536
54.999038;36.443013;"Договор 616, 2012 г.";"616";537
55.011302;36.470605;"Договор 458, 2012 г.";"458";538
55.005901;36.444929;"Договор 459, 2012 г.";"459";539
54.997407;36.445845;"Договор 460, 2012 г.";"460";540
54.997362;36.445700;"Договор 826, 2013 г.";"826";541
54.999923;36.253073;"Договор 462, 2012 г.";"462";542
55.000179;36.252727;"Договор 369, 2016 г.";"369";543
55.000028;36.252858;"Договор 487, 2017 г.";"487";544
55.011232;36.459592;"Договор 464, 2012 г.";"464";545
55.013525;36.460402;"Договор 495, 2012 г.";"495";546
55.022986;36.462538;"Договор 466, 2012 г.";"466";547
54.874044;36.557748;"Договор 468, 2012 г.";"468";548
54.993797;36.336726;"Договор 471, 2012 г.";"471";549
54.872115;36.533302;"Договор 472, 2012 г.";"472";550
55.006244;36.463219;"Договор 474, 2012 г.";"474";551
55.009630;36.469439;"Договор 476, 2012 г.";"476";552
55.016035;36.460438;"Договор 477, 2012 г.";"477";553
54.770819;36.256159;"Договор 479, 2012 г.";"479";554
54.998824;36.512793;"Договор 483, 2012 г.";"483";555
54.998979;36.512512;"Договор 515, 2012 г.";"515";556
55.009213;36.472417;"Договор 484, 2012 г.";"484";557
55.009228;36.472452;"Договор 554, 2012 г.";"554";558
55.009070;36.472293;"Договор 613, 2012 г.";"613";559
55.009677;36.469413;"Договор 487, 2012 г.";"487";560
55.012242;36.466055;"Договор 488, 2012 г.";"488";561
55.012395;36.465952;"Договор 754, 2013 г.";"754";562
55.007516;36.470545;"Договор 489, 2012 г.";"489";563
55.007521;36.470528;"Договор 849, 2013 г.";"849";564
55.011043;36.470765;"Договор 494, 2012 г.";"494";565
55.000149;36.448090;"Договор 496, 2012 г.";"496";566
55.000349;36.448135;"Договор 728, 2013 г.";"728";567
55.011250;36.470674;"Договор 497, 2012 г.";"497";568
55.002741;36.454996;"Договор 499, 2012 г.";"499";569
55.020105;36.482941;"Договор 500, 2012 г.";"500";570
55.001480;36.466632;"Договор 501, 2012 г.";"501";571
55.053847;36.410075;"Договор 502, 2012 г.";"502";572
55.013339;36.457775;"Договор 503, 2012 г.";"503";573
55.011999;36.460819;"Договор 504, 2012 г.";"504";574
55.007372;36.461818;"Договор 506, 2012 г.";"506";575
55.007414;36.461805;"Договор 605, 2012 г.";"605";576
55.011298;36.471005;"Договор 513, 2012 г.";"513";577
55.005736;36.444879;"Договор 514, 2012 г.";"514";578
55.011039;36.470625;"Договор 516, 2012 г.";"516";579
55.011288;36.470771;"Договор 517, 2012 г.";"517";580
55.018161;36.487929;"Договор 518, 2012 г.";"518";581
55.013212;36.460487;"Договор 520, 2012 г.";"520";582
55.009624;36.466672;"Договор 521, 2012 г.";"521";583
55.015844;36.469667;"Договор 522, 2012 г.";"522";584
55.007083;36.467152;"Договор 523, 2012 г.";"523";585
55.002725;36.468394;"Договор 524, 2012 г.";"524";586
55.030767;36.484327;"Договор 525, 2012 г.";"525";587
54.997054;36.273289;"Договор 526, 2012 г.";"526";588
55.005556;36.432874;"Договор 527, 2012 г.";"527";589
55.017211;36.473343;"Договор 529, 2012 г.";"529";590
55.000176;36.456571;"Договор 530, 2012 г.";"530";591
54.995385;36.458756;"Договор 531, 2012 г.";"531";592
54.995601;36.459021;"Договор 536, 2012 г.";"536";593
54.995556;36.458753;"Договор 573, 2012 г.";"573";594
55.009369;36.412306;"Договор 532, 2012 г.";"532";595
54.841623;36.654029;"Договор 533, 2012 г.";"533";596
55.012294;36.466084;"Договор 534, 2012 г.";"534";597
55.012433;36.465833;"Договор 537, 2012 г.";"537";598
55.011316;36.470977;"Договор 540, 2012 г.";"540";599
55.011209;36.470953;"Договор 709, 2013 г.";"709";600
55.012409;36.466025;"Договор 541, 2012 г.";"541";601
55.009683;36.469405;"Договор 543, 2012 г.";"543";602
55.006304;36.463218;"Договор 544, 2012 г.";"544";603
55.006960;36.466313;"Договор 545, 2012 г.";"545";604
55.022675;36.424229;"Договор 546, 2012 г.";"546";605
55.009703;36.478707;"Договор 548, 2012 г.";"548";606
55.011057;36.470658;"Договор 549, 2012 г.";"549";607
55.009072;36.463169;"Договор 550, 2012 г.";"550";608
55.014764;36.462531;"Договор 551, 2012 г.";"551";609
54.997605;36.444516;"Договор 552, 2012 г.";"552";610
55.005058;36.469234;"Договор 553, 2012 г.";"553";611
55.009013;36.437900;"Договор 556, 2012 г.";"556";612
54.999347;36.426398;"Договор 557, 2012 г.";"557";613
55.016663;36.481955;"Договор 559, 2012 г.";"559";614
55.007590;36.470369;"Договор 560, 2012 г.";"560";615
55.007450;36.470414;"Договор 561, 2012 г.";"561";616
55.007559;36.470541;"Договор 601, 2012 г.";"601";617
55.010712;36.495831;"Договор 562, 2012 г.";"562";618
55.011144;36.470990;"Договор 564, 2012 г.";"564";619
55.014463;36.489046;"Договор 568, 2012 г.";"568";620
55.011092;36.470889;"Договор 569, 2012 г.";"569";621
55.016599;36.481912;"Договор 570, 2012 г.";"570";622
54.998606;36.448411;"Договор 571, 2012 г.";"571";623
54.989027;36.250575;"Договор 572, 2012 г.";"572";624
55.006285;36.373673;"Договор 574, 2012 г.";"574";625
55.006342;36.373939;"Договор 575, 2012 г.";"575";626
54.998114;36.449152;"Договор 578, 2012 г.";"578";627
55.012490;36.473688;"Договор 579, 2012 г.";"579";628
55.011911;36.495649;"Договор 580, 2012 г.";"580";629
55.010326;36.436966;"Договор 581, 2012 г.";"581";630
55.010416;36.436935;"Договор 883, 2013 г.";"883";631
54.912057;36.375227;"Договор 584, 2012 г.";"584";632
55.122377;36.578757;"Договор 585, 2012 г.";"585";633
55.000203;36.458311;"Договор 586, 2012 г.";"586";634
55.105599;36.614182;"Договор 587, 2012 г.";"587";635
55.011221;36.470755;"Договор 589, 2012 г.";"589";636
55.009124;36.412485;"Договор 591, 2012 г.";"591";637
55.009376;36.412349;"Договор 593, 2012 г.";"593";638
55.009194;36.412413;"Договор 623, 2012 г.";"623";639
55.009300;36.412290;"Договор 632, 2012 г.";"632";640
55.009164;36.412726;"Договор 777, 2013 г.";"777";641
55.009258;36.412705;"Договор 2472";"2472";642
55.009342;36.412320;"Договор 2500";"2500";643
55.011110;36.470722;"Договор 592, 2012 г.";"592";644
55.011133;36.470710;"Договор 451, 2016 г.";"451";645
55.010132;36.434329;"Договор 595, 2012 г.";"595";646
55.011122;36.470866;"Договор 597, 2012 г.";"597";647
55.011310;36.470860;"Договор 627, 2012 г.";"627";648
55.011075;36.470858;"Договор 598, 2012 г.";"598";649
55.020117;36.462119;"Договор 600, 2012 г.";"600";650
55.011124;36.470734;"Договор 603, 2012 г.";"603";651
55.011109;36.471032;"Договор 744, 2013 г.";"744";652
54.867420;36.547610;"Договор 604, 2012 г.";"604";653
55.015771;36.480894;"Договор 606, 2012 г.";"606";654
55.011125;36.470944;"Договор 607, 2012 г.";"607";655
55.011077;36.471007;"Договор 614, 2012 г.";"614";656
55.011299;36.470885;"Договор 716, 2013 г.";"716";657
55.011084;36.470822;"Договор 879, 2013 г.";"879";658
55.108730;36.616348;"Договор 608, 2012 г.";"608";659
55.011097;36.470661;"Договор 609, 2012 г.";"609";660
55.011187;36.470694;"Договор 633, 2012 г.";"633";661
54.997621;36.440297;"Договор 610, 2012 г.";"610";662
54.997763;36.440149;"Договор 914, 2013 г.";"914";663
55.031367;36.387443;"Договор 611, 2012 г.";"611";664
55.031558;36.387499;"Договор 762, 2013 г.";"762";665
54.810950;36.312497;"Договор 617, 2012 г.";"617";666
55.005915;36.469050;"Договор 619, 2012 г.";"619";667
55.006130;36.468902;"Договор 834, 2013 г.";"834";668
55.006122;36.469274;"Договор 859, 2013 г.";"859";669
54.997490;36.446622;"Договор 621, 2012 г.";"621";670
54.999914;36.438686;"Договор 622, 2012 г.";"622";671
55.000150;36.438957;"Договор 947, 2013 г.";"947";672
55.012718;36.473884;"Договор 624, 2012 г.";"624";673
55.008635;36.488219;"Договор 625, 2012 г.";"625";674
55.009960;36.474628;"Договор 626, 2012 г.";"626";675
55.010056;36.464016;"Договор 628, 2012 г.";"628";676
55.021483;36.474859;"Договор 629, 2012 г.";"629";677
54.999936;36.252949;"Договор 630, 2012 г.";"630";678
55.000073;36.252941;"Договор 697, 2013 г.";"697";679
55.011967;36.495904;"Договор 631, 2012 г.";"631";680
55.009038;36.463240;"Договор 634, 2012 г.";"634";681
55.002919;36.429671;"Договор 635, 2012 г.";"635";682
55.037613;36.538528;"Договор 637, 2012 г.";"637";683
55.003071;36.468023;"Договор 638, 2012 г.";"638";684
55.000809;36.421232;"Договор 639, 2012 г.";"639";685
55.004497;36.470849;"Договор 640, 2012 г.";"640";686
54.912100;36.374543;"Договор 641, 2012 г.";"641";687
54.912116;36.374648;"Договор 449, 2016 г.";"449";688
54.911915;36.374599;"Договор 460, 2016 г.";"460";689
55.016089;36.475938;"Договор 642, 2012 г.";"642";690
55.011250;36.470795;"Договор 645, 2012 г.";"645";691
55.013852;36.490357;"Договор 647, 2012 г.";"647";692
55.014562;36.461910;"Договор 648, 2012 г.";"648";693
55.014742;36.462118;"Договор 677, 2012 г.";"677";694
55.001044;36.429624;"Договор 650, 2012 г.";"650";695
55.015209;36.435786;"Договор 652, 2012 г.";"652";696
55.014262;36.474936;"Договор 654, 2012 г.";"654";697
55.014432;36.475026;"Договор 729, 2013 г.";"729";698
55.002202;36.496464;"Договор 655, 2012 г.";"655";699
55.002027;36.496316;"Договор 833, 2013 г.";"833";700
55.008253;36.435805;"Договор 656, 2012 г.";"656";701
55.008009;36.435815;"Договор 676, 2012 г.";"676";702
55.007893;36.446172;"Договор 658, 2012 г.";"658";703
55.021715;36.474959;"Договор 659, 2012 г.";"659";704
55.011038;36.470753;"Договор 660, 2012 г.";"660";705
55.011252;36.470699;"Договор 753, 2013 г.";"753";706
55.011052;36.470906;"Договор 661, 2012 г.";"661";707
55.014129;36.434859;"Договор 663, 2012 г.";"663";708
55.011304;36.470616;"Договор 664, 2012 г.";"664";709
55.011098;36.470938;"Договор 666, 2012 г.";"666";710
55.011305;36.470808;"Договор 667, 2012 г.";"667";711
55.008590;36.488161;"Договор 669, 2012 г.";"669";712
55.009860;36.479615;"Договор 671, 2012 г.";"671";713
55.009834;36.479723;"Договор 850, 2013 г.";"850";714
55.011022;36.470783;"Договор 673, 2012 г.";"673";715
55.013487;36.464738;"Договор 674, 2012 г.";"674";716
55.009850;36.469251;"Договор 675, 2012 г.";"675";717
55.011298;36.470598;"Договор 678, 2012 г.";"678";718
55.011069;36.470627;"Договор 679, 2012 г.";"679";719
55.012312;36.466014;"Договор 680, 2012 г.";"680";720
55.012422;36.465733;"Договор 756, 2013 г.";"756";721
55.012283;36.465791;"Договор 524, 2017 г.";"524";722
55.011304;36.470926;"Договор 681, 2012 г.";"681";723
55.011029;36.470794;"Договор 682, 2012 г.";"682";724
55.011218;36.470619;"Договор 684, 2012 г.";"684";725
55.011883;36.457000;"Договор 683, 2012 г.";"683";726
55.011283;36.470938;"Договор 685, 2013 г.";"685";727
55.011122;36.470619;"Договор 686, 2013 г.";"686";728
55.011081;36.470941;"Договор 703, 2013 г.";"703";729
55.018162;36.488017;"Договор 687, 2013 г.";"687";730
55.012386;36.465728;"Договор 688, 2013 г.";"688";731
55.011204;36.470830;"Договор 689, 2013 г.";"689";732
54.993331;36.466893;"Договор 694, 2013 г.";"694";733
55.009772;36.460133;"Договор 696, 2013 г.";"696";734
55.011029;36.470912;"Договор 698, 2013 г.";"698";735
55.007016;36.464779;"Договор 699, 2013 г.";"699";736
55.017316;36.473131;"Договор 700, 2013 г.";"700";737
55.017416;36.473401;"Договор 722, 2013 г.";"722";738
55.020263;36.471644;"Договор 701, 2013 г.";"701";739
54.997381;36.446779;"Договор 704, 2013 г.";"704";740
54.997282;36.446726;"Договор 867, 2013 г.";"867";741
55.054413;36.570681;"Договор 705, 2013 г.";"705";742
55.054446;36.570360;"Договор 2160, 2021 г.";"2160";743
55.054385;36.570456;"Договор 2253";"2253";744
55.014721;36.421540;"Договор 707, 2013 г.";"707";745
55.000055;36.252902;"Договор 708, 2013 г.";"708";746
55.013858;36.473975;"Договор 710, 2013 г.";"710";747
54.999544;36.456826;"Договор 712, 2013 г.";"712";748
55.011053;36.470830;"Договор 713, 2013 г.";"713";749
55.011259;36.470669;"Договор 714, 2013 г.";"714";750
55.016422;36.482026;"Договор 719, 2013 г.";"719";751
55.012248;36.465803;"Договор 721, 2013 г.";"721";752
55.012450;36.466047;"Договор 748, 2013 г.";"748";753
55.012253;36.465841;"Договор 769, 2013 г.";"769";754
55.012418;36.465751;"Договор 723, 2013 г.";"723";755
54.891613;36.409313;"Договор 725, 2013 г.";"725";756
55.010036;36.474959;"Договор 726, 2013 г.";"726";757
55.193411;36.425210;"Договор 727, 2013 г.";"727";758
55.193595;36.424960;"Договор 902, 2013 г.";"902";759
55.011295;36.470776;"Договор 730, 2013 г.";"730";760
55.009363;36.412671;"Договор 733, 2013 г.";"733";761
55.009230;36.412553;"Договор 736, 2013 г.";"736";762
55.009256;36.412522;"Договор 743, 2013 г.";"743";763
55.009287;36.412309;"Договор 755, 2013 г.";"755";764
55.009302;36.412590;"Договор 836, 2013 г.";"836";765
55.007232;36.461813;"Договор 734, 2013 г.";"734";766
55.007419;36.461984;"Договор 897, 2013 г.";"897";767
54.997842;36.447837;"Договор 735, 2013 г.";"735";768
54.997880;36.448222;"Договор 740, 2013 г.";"740";769
54.997828;36.448057;"Договор 831, 2013 г.";"831";770
55.012354;36.449581;"Договор 737, 2013 г.";"737";771
55.012373;36.449571;"Договор 746, 2013 г.";"746";772
55.022460;36.424284;"Договор 738, 2013 г.";"738";773
55.022561;36.424327;"Договор 676, 2018 г.";"676";774
55.011814;36.495852;"Договор 739, 2013 г.";"739";775
55.011789;36.495780;"Договор 788, 2013 г.";"788";776
55.011060;36.470621;"Договор 741, 2013 г.";"741";777
54.997503;36.440323;"Договор 742, 2013 г.";"742";778
54.997566;36.440057;"Договор 920, 2013 г.";"920";779
54.997573;36.440432;"Договор 933, 2013 г.";"933";780
55.002171;36.472645;"Договор 749, 2013 г.";"749";781
55.011171;36.470823;"Договор 757, 2013 г.";"757";782
55.084428;36.470297;"Договор 758, 2013 г.";"758";783
55.011306;36.470602;"Договор 759, 2013 г.";"759";784
55.011135;36.470770;"Договор 865, 2013 г.";"865";785
55.011227;36.470607;"Договор 893, 2013 г.";"893";786
55.012547;36.456950;"Договор 760, 2013 г.";"760";787
54.892479;36.425403;"Договор 761, 2013 г.";"761";788
55.011212;36.470728;"Договор 763, 2013 г.";"763";789
55.018297;36.487656;"Договор 764, 2013 г.";"764";790
54.997421;36.446850;"Договор 766, 2013 г.";"766";791
55.011064;36.470630;"Договор 767, 2013 г.";"767";792
55.002206;36.472578;"Договор 770, 2013 г.";"770";793
55.075162;36.314987;"Договор 771, 2013 г.";"771";794
55.011075;36.470808;"Договор 773, 2013 г.";"773";795
55.009922;36.475669;"Договор 774, 2013 г.";"774";796
55.050482;36.551515;"Договор 775, 2013 г.";"775";797
55.011178;36.470858;"Договор 776, 2013 г.";"776";798
55.013579;36.464571;"Договор 778, 2013 г.";"778";799
54.999891;36.438791;"Договор 779, 2013 г.";"779";800
55.000111;36.438656;"Договор 840, 2013 г.";"840";801
55.011652;36.451138;"Договор 780, 2013 г.";"780";802
55.015513;36.478525;"Договор 781, 2013 г.";"781";803
55.011075;36.470993;"Договор 782, 2013 г.";"782";804
55.012882;36.459801;"Договор 784, 2013 г.";"784";805
55.011674;36.434979;"Договор 786, 2013 г.";"786";806
55.011400;36.435262;"Договор 654, 2018 г.";"654";807
55.011252;36.470941;"Договор 787, 2013 г.";"787";808
55.012257;36.465870;"Договор 789, 2013 г.";"789";809
55.011298;36.470637;"Договор 790, 2013 г.";"790";810
55.004655;36.454468;"Договор 791, 2013 г.";"791";811
55.124699;36.607369;"Договор 1405, 2013 г.";"1405";812
55.112481;36.594119;"Договор 795, 2013 г.";"795";813
55.011118;36.470739;"Договор 797, 2013 г.";"797";814
55.009799;36.469391;"Договор 799, 2013 г.";"799";815
55.023714;36.496157;"Договор 800, 2013 г.";"800";816
55.012344;36.465881;"Договор 801, 2013 г.";"801";817
55.017972;36.514609;"Договор 802, 2013 г.";"802";818
55.017998;36.514540;"Договор 936, 2013 г.";"936";819
55.018113;36.514799;"Договор 938, 2013 г.";"938";820
55.017966;36.514600;"Договор 335, 2016 г.";"335";821
55.012441;36.465717;"Договор 1407, 2013 г.";"1407";822
55.109790;36.620977;"Договор 805, 2013 г.";"805";823
54.995599;36.537837;"Договор 807, 2013 г.";"807";824
55.009582;36.479034;"Договор 810, 2013 г.";"810";825
55.011562;36.435070;"Договор 811, 2013 г.";"811";826
55.031771;36.490780;"Договор 812, 2013 г.";"812";827
55.008731;36.462005;"Договор 813, 2013 г.";"813";828
55.000630;36.422800;"Договор 815, 2013 г.";"815";829
55.006223;36.463309;"Договор 816, 2013 г.";"816";830
55.012430;36.497184;"Договор 817, 2013 г.";"817";831
55.009980;36.472426;"Договор 818, 2013 г.";"818";832
55.010569;36.490811;"Договор 819, 2013 г.";"819";833
54.850238;36.416329;"Договор 821, 2013 г.";"821";834
54.850352;36.416275;"Договор 861, 2013 г.";"861";835
54.850256;36.416278;"Договор 2183, 2021 г.";"2183";836
54.850261;36.416024;"Договор 2197, 2022 г.";"2197";837
54.850267;36.416083;"Договор 2208, 2022 г.";"2208";838
54.850195;36.416218;"Договор 2382";"2382";839
55.013147;36.458073;"Договор 822, 2013 г.";"822";840
55.011203;36.470928;"Договор 823, 2013 г.";"823";841
55.011208;36.471035;"Договор 910, 2013 г.";"910";842
55.011222;36.470868;"Договор 363, 2016 г.";"363";843
55.011169;36.470673;"Договор 825, 2013 г.";"825";844
55.011082;36.470946;"Договор 827, 2013 г.";"827";845
55.011491;36.462096;"Договор 829, 2013 г.";"829";846
54.989361;36.246131;"Договор 830, 2013 г.";"830";847
55.011074;36.470639;"Договор 832, 2013 г.";"832";848
55.012344;36.465846;"Договор 835, 2013 г.";"835";849
55.000311;36.471153;"Договор 837, 2013 г.";"837";850
55.005207;36.411073;"Договор 839, 2013 г.";"839";851
55.005196;36.411138;"Договор 3058, 2020 г.";"3058";852
54.840813;36.652032;"Договор 841, 2013 г.";"841";853
55.012335;36.465818;"Договор 842, 2013 г.";"842";854
55.010560;36.495718;"Договор 843, 2013 г.";"843";855
55.016583;36.482585;"Договор 844, 2013 г.";"844";856
55.011256;36.492489;"Договор 845, 2013 г.";"845";857
55.011288;36.492557;"Договор 870, 2013 г.";"870";858
55.011178;36.470879;"Договор 846, 2013 г.";"846";859
55.011185;36.470813;"Договор 852, 2013 г.";"852";860
55.056898;36.572561;"Договор 854, 2013 г.";"854";861
54.912077;36.374557;"Договор 855, 2013 г.";"855";862
55.011311;36.470981;"Договор 856, 2013 г.";"856";863
55.010026;36.474679;"Договор 857, 2013 г.";"857";864
55.011131;36.470988;"Договор 858, 2013 г.";"858";865
55.011180;36.471038;"Договор 860, 2013 г.";"860";866
55.008951;36.451456;"Договор 868, 2013 г.";"868";867
55.011638;36.466414;"Договор 869, 2013 г.";"869";868
55.005028;36.440279;"Договор 872, 2013 г.";"872";869
55.005059;36.440213;"Договор 483, 2017 г.";"483";870
55.009780;36.469603;"Договор 873, 2013 г.";"873";871
54.991914;36.472719;"Договор 874, 2013 г.";"874";872
55.011261;36.471012;"Договор 875, 2013 г.";"875";873
55.000077;36.458740;"Договор 876, 2013 г.";"876";874
55.011200;36.470865;"Договор 877, 2013 г.";"877";875
55.011185;36.471017;"Договор 956, 2013 г.";"956";876
55.011147;36.470707;"Договор 878, 2013 г.";"878";877
55.011205;36.470625;"Договор 955, 2013 г.";"955";878
54.725290;37.183754;"Договор 881, 2013 г.";"881";879
54.912036;36.374429;"Договор 882, 2013 г.";"882";880
55.012324;36.465969;"Договор 886, 2013 г.";"886";881
55.009882;36.469206;"Договор 887, 2013 г.";"887";882
55.004601;36.468749;"Договор 889, 2013 г.";"889";883
54.969309;36.520786;"Договор 890, 2013 г.";"890";884
55.011065;36.471044;"Договор 892, 2013 г.";"892";885
54.999719;36.456985;"Договор 894, 2013 г.";"894";886
55.007407;36.461821;"Договор 896, 2013 г.";"896";887
54.987829;36.522689;"Договор 898, 2013 г.";"898";888
55.007610;36.478809;"Договор 899, 2013 г.";"899";889
55.000299;36.449828;"Договор 900, 2013 г.";"900";890
55.000176;36.449819;"Договор 912, 2013 г.";"912";891
55.000392;36.449581;"Договор 456, 2016 г.";"456";892
54.875199;36.383072;"Договор 901, 2013 г.";"901";893
55.013252;36.459361;"Договор 904, 2013 г.";"904";894
55.000620;36.428730;"Договор 905, 2013 г.";"905";895
55.000737;36.428718;"Договор 906, 2013 г.";"906";896
55.000841;36.428694;"Договор 907, 2013 г.";"907";897
55.000561;36.428910;"Договор 908, 2013 г.";"908";898
55.000685;36.428744;"Договор 917, 2013 г.";"917";899
55.009261;36.472652;"Договор 909, 2013 г.";"909";900
54.999808;36.440093;"Договор 913, 2013 г.";"913";901
55.002577;36.473173;"Договор 915, 2013 г.";"915";902
55.002563;36.472799;"Договор 919, 2013 г.";"919";903
55.011107;36.470746;"Договор 916, 2013 г.";"916";904
55.011245;36.470915;"Договор 918, 2013 г.";"918";905
55.009764;36.419548;"Договор 921, 2013 г.";"921";906
55.009685;36.469187;"Договор 925, 2013 г.";"925";907
55.011307;36.470975;"Договор 926, 2013 г.";"926";908
55.011140;36.470946;"Договор 927, 2013 г.";"927";909
55.009747;36.469391;"Договор 928, 2013 г.";"928";910
55.000882;36.429722;"Договор 929, 2013 г.";"929";911
55.009658;36.479020;"Договор 930, 2013 г.";"930";912
55.009122;36.472518;"Договор 931, 2013 г.";"931";913
55.012375;36.465865;"Договор 932, 2013 г.";"932";914
55.012231;36.466004;"Договор 969, 2014 г.";"969";915
55.012441;36.466030;"Договор Доп. 932, 2014 г.";"Доп. 932";916
55.012442;36.465910;"Договор 163, 2014 г.";"163";917
55.012380;36.465908;"Договор 181, 2015 г.";"181";918
55.012382;36.465841;"Договор 185, 2015 г.";"185";919
55.012178;36.465992;"Договор 935, 2013 г.";"935";920
55.011277;36.457295;"Договор 937, 2013 г.";"937";921
55.010092;36.493931;"Договор 940, 2013 г.";"940";922
55.018049;36.480945;"Договор 941, 2013 г.";"941";923
55.001728;36.447483;"Договор 943, 2013 г.";"943";924
54.997625;36.440266;"Договор 12, 2014 г.";"12";925
55.012078;36.458845;"Договор 948, 2013 г.";"948";926
55.011175;36.470934;"Договор 949, 2013 г.";"949";927
55.011254;36.470737;"Договор 386, 2016 г.";"386";928
55.011195;36.470786;"Договор 954, 2013 г.";"954";929
55.011113;36.470884;"Договор 438, 2016 г.";"438";930
55.013989;36.449346;"Договор 957, 2013 г.";"957";931
55.014185;36.449241;"Договор 3124, 2021 г.";"3124";932
55.094747;36.604350;"Договор 958, 2013 г.";"958";933
55.028731;36.471671;"Договор 961, 2014 г.";"961";934
54.808617;36.307358;"Договор 962, 2013 г.";"962";935
55.052014;36.560434;"Договор 963, 2014 г.";"963";936
54.999974;36.433558;"Договор 965, 2014 г.";"965";937
54.998055;36.448258;"Договор 966, 2014 г.";"966";938
54.998088;36.447889;"Договор 138, 2014 г.";"138";939
55.011258;36.460848;"Договор 968, 2014 г.";"968";940
55.002188;36.450224;"Договор 971, 2014 г.";"971";941
54.837228;36.331666;"Договор 972, 2014 г.";"972";942
55.008578;36.460227;"Договор 973, 2014 г.";"973";943
55.010400;36.464183;"Договор 974, 2014 г.";"974";944
55.011143;36.469909;"Договор 975, 2014 г.";"975";945
55.002499;36.468318;"Договор 976, 2014 г.";"976";946
55.002581;36.468662;"Договор 2645";"2645";947
55.012842;36.478392;"Договор 977, 2014 г.";"977";948
55.027635;36.488541;"Договор 978, 2014 г.";"978";949
55.012029;36.458609;"Договор 979, 2014 г.";"979";950
55.012077;36.458625;"Договор 162, 2014 г.";"162";951
55.009311;36.464473;"Договор 980, 2014 г.";"980";952
55.007606;36.470476;"Договор 981, 2014 г.";"981";953
55.011761;36.460345;"Договор 983, 2014 г.";"983";954
55.006338;36.472407;"Договор 984, 2014 г.";"984";955
55.006389;36.472720;"Договор 516, 2017 г.";"516";956
55.008665;36.462010;"Договор 985, 2014 г.";"985";957
55.024550;36.502555;"Договор 986, 2014 г.";"986";958
54.987029;36.477760;"Договор 987, 2014 г.";"987";959
54.987065;36.477860;"Договор 990, 2014 г.";"990";960
54.963843;36.454896;"Договор 988, 2014 г.";"988";961
55.012877;36.452374;"Договор 989, 2014 г.";"989";962
